Id,Title,Description,LikeCount,DislikeCount,ViewCount,FavoriteCount,CommentCount
iWs00Ko0Ztc,Trump plans 28 percent cut in budget for diplomacy foreign aid,The United Nations Secretary General has issued a measured response after seeing a blueprint of the proposed White House Federal Budget that points to ,15,3,1594,0,13
ADOpVzEnk6w,Tillerson Patience With North Korea Has Ended,US Secretary of State Rex Tillerson said the policy of strategic patience with North Korea has ended Originally published at ,68,17,14198,0,62
Yka7whNZt-Q,Mount Etna explodes showering BBC crew with rocks and magma,A BBC camera crew captured the exact moment Mount EtnahttpsenwikipediaorgwikiMountEtna exploded as they filmed at Etnas summit on the island of ,27,1,9958,0,7
lUir-hXIns0,Mayor de Blasio emotional about EMT death,A New York City Fire Department emergency medical technician was killed and a second was injured after a man stole their ambulance and struck them in the ,52,78,7291,0,69
5sgaOnY37aA,White House doubles down on Trump Tower surveillance claim,Both the Senate and House Intelligence committees have said theres neither evidence nor any indications that Trump Tower was surveilled let alone whether ,95,23,8995,0,51
DQH41KVzmfQ,Krauthammer No one believes there was Trump wiretap,Syndicated columnist and Fox News contributor Charles Krauthammer Trump seems to believe in conspiracy theories undermines his own credibility as DC is ,106,196,18039,0,268
7hD8OrdFKrc,Rep Paul Ryan No evidence wiretap occured,House Speaker Paul Ryan reacts to the Trump administration standing by its unsubstantiated claim that former President Obama ordered a wiretap on Trump ,202,90,28480,0,231
-Ojvk-4IcOE,Woman interrupted during BBC interview,We have all see the BBC interview where the babies walked in But what if it happened to the mother Subscribe to Jono and Bens YouTube channel ,122733,83777,18567237,0,17029
-86qxS1P0Hs,UKs May rejects Scottish independence referendum call during Brexit talks,British prime minister Theresa May has indicated she would block demands for Scotland to hold an independence referendum in 2018 or 2019 Now is not the ,17,8,2966,0,35
815t8a4XgWo,Mulvaney Trumps budget is compassionate,Director of OMB Mick Mulvaney describes President Trumps proposed budget which cuts 3 billion from block grants used for programs like Meals on Wheels ,60,96,15295,0,120
6q6qDgFsV4w,Trumps budget winners and losers,The big winner in President Trumps proposed budget is defense the losers are the Environmental Protection Agency and the State Department Fred Katayama ,17,22,4594,0,36
DEFD9TSHg_A,Emma Watson Plays With Kittens While Answering Fan Questions,I want them all GET MORE BUZZFEED httpswwwbuzzfeedcom httpswwwbuzzfeedcomvideos httpswwwyoutubecombuzzfeedvideo ,132856,4484,4362265,0,8107
rRbHTeAcJLQ,Reading Mean Comments About My Dogs,Please subscribe to my channel and my vlog channel I make new videos here every Wednesday and make vlogs during my majestical daily life,212875,4627,3301688,0,15379
p1WD_rDHsFc,Selena Gomez Goes Behind the Scenes With Vogue,Follow Selena Gomez on set in Los Angeles with photographers Mert Alas and Marcus Piggott for Vogues April cover Still havent subscribed to Vogue on ,8273,177,278131,0,307
TjKae0DjTRo,Tillerson starts key Asia tour facing US foreign budget cuts,US Secretary of State Rex Tillerson has started his first trip to Asia in Japan a country in the frontline of the North Korean nuclear threat But as his baptism of fire ,5,2,827,0,1
TOKGBmv1VKM,US Secretary of State Rex Tillerson in Tokyo,US Secretary of State Rex Tillerson in Tokyo at the start of his first trip to Asia as President Donald Trumps top diplomat ST VIDEO WALTER SIM,1,1,684,0,0
nu4Pzsolyhg,Crosswalk the Musical Beauty and the Beast,Film stars Josh Gad Dan Stevens and Luke Evans join James theater company for a performance of Beauty and the Beast in the crosswalk of Beverly ,128177,1024,3738600,0,2945
FDIVdjzbrXw,Tillerson snubs press pool for Asian visit,Rex Tillerson has invited a lone reporter to cover his trip to Asia The Committee to Protect Journalists fears the press pools been snubbed for a reason,67,99,6030,0,134
DldepGIYEeY,I CANT DO THIS,I LITERALLY CANT OMG The things I cant do But I can be borderline cute So its cool Thanks for watching babes You CAN stalk my social medias below,447609,3285,4629964,0,12059
jlw-JdrYaX8,Ryan disputes split with Trump on health bill,House Speaker Paul Ryan tells CNNs Jake Tapper that he and the White House are on the same page when it comes to the GOPs Obamacare replacement bill ,65,36,5524,0,54
SOBmmJfC7Dc,I TOOK A SOCCER BALL TO THE worst pain ever Feat F2 Freestylers,Get YOUR pair of Maverick Socks HERE ▻ httpwwwFeatsockscomLogan Watch Yesterdays Vlog ▻ httpsyoutubeiR0JyNhiAuQ Today I let legendary ,93240,762,1427706,0,5603
3VdTq9keTIU,Federal Reserve raises interest rate by quarter point,Fox Business Networks Gerri Willis provides insight on Americas News HQ,36,14,4594,0,21
MDcGnY-vTCA,US indicts Russian spies over 2014 Yahoo data breach,The United States has indicted four individuals including two Russian intelligence officers for the 2014 hack of 500 million Yahoo accounts The indictments ,3,2,204,0,1
MV3V3CNGWq8,Eric Cantor President Trumps Taxes A Win For The White House  Squawk Box  CNBC,Eric Cantor Moelis  Company vice chairman talks about the revelation of President Donald Trumps 2005 tax returns » Subscribe to CNBC ,46,7,5839,0,26
EKxkR0BUvYg,Sen Graham to launch Congressional investigation of Russia,Republican Sen Lindsey Graham tells CNNs Chris Cuomo he is set to speak with FBI Director James Comey about whether or not there is a criminal ,151,129,10038,0,194
Yv0Xk5KZcZE,Creepy Tide Pool Creatures,Please SUBSCRIBE  httpbitlyBWchannel Watch More  httpbitlyBTTseasnake On this episode of Beyond the Tide Coyote discovers some of the most ,85697,3192,5926526,0,8754
zNCz4mQzfEI,Coco Official US Teaser Trailer,Coco opens in US theatres in 3D on November 22 Despite his familys baffling generationsold ban on music Miguel voice of newcomer Anthony Gonzalez ,53715,5323,6418800,0,10065
hoCph_NrL_o,Details of Trumps 2005 tax returns revealed,President Donald Trump paid 38 million in taxes on income of more than 150 million in 2005 the White House confirmed The White House published its ,111,214,11926,0,378
bbXnWCdQzdA,Six Years On WFP Assisting Syrians in the Face of Crisis,Six years have passed Six summers with the length of six long winters since the start of the Syrian Crisis Across Syria millions have lost everything in the surge ,9,0,368,0,0
yX-OznHX0ck,Trump paid 38m in tax in 2005 according to leak,The White House has announced President Donald Trump paid 38 million in taxes in 2005 on a 150 million dollar income It released the information in ,8,9,2956,0,14
QBMffCNnBYQ,Rachel Maddow releases Trumps tax returns,President Trump has refused to release his tax returns bucking tradition going back four decades But on Tuesday night MSNBC announced that it had a copy ,60,135,8596,0,128
0uNZq0bZwh8,Fantasy Phenom NBA DFS 314,Kyle and Mike are back to break down Tuesdays 5 games Interested in receiving the spreadsheets with projections for both Fan Duel and Draft Kings,31,6,575,0,1
1mgXbzJzIZE,Why Is He Called Winnie the Pooh,Finding Winnie  httpamznto2np9Ooh How did they get away with calling a childrens character Pooh In fact none of Winnie the Poohs name seems to ,18472,321,431091,0,3276
N9YrnX4bxQI,CHECK OUT THE BLIZZARD Live Stream,This freakin snow is PISSING ME OFF D OUR REALLY FUN GAMING CHANNEL httpswwwyoutubecomuserSpazBoysGaming VLOGS ABOUT ,157,6,3480,0,39
wwu8XNTGX5o,Honest Trailers  Beauty and the Beast 1991,Take a trip down memory lane with the Disney classic that taught us all that its whats on the inside of your big castle that matters most  Beauty and the Beast,58016,1923,2387387,0,5370
uaIDwz8SIpw,New Zealand Sees Rising Number Of Americans Looking For Citizenship  TIME,A rising number of Americans are looking to move to New Zealand after President Donald Trump took office Subscribe to TIME ▻▻ httppostSubscribeTIME ,36,4,2598,0,23
8hm9ezomDhQ,How Beauty and the Beast Should Have Ended 1991,How Beauty and the Beast Should Have Ended Watch More HISHEs httpsbitlyHISHEPlaylist Subscribe to HISHE httpsbitlyHISHEsubscribe Twitter ,62387,2137,2383916,0,3545
euz-KBBfAAo,Despicable Me 3  In Theaters June 30  Official Trailer 2 HD,Despicable Me 3  Official Trailer httpwwwdespicableme The team who brought you Despicable Me and the biggest animated hits of 2013 and 2015 ,50533,4337,12210371,0,3663
mQsUsCvNLqI,Francois Fillon Charged With Misuse of Public Funds,Mar14  French presidential candidate Francois Fillon has been charged with misuse of public funds one day before his scheduled questioning in the matter,16,2,3367,0,15
gkCRw9QWON8,Winter Storm Stella wreaking havoc for travelers,As Winter Storm Stella pounds the Northeast travelers are facing long delays and cancellations,7,11,2230,0,1
wKEnGoLx0Uk,Blizzard blankets northeastern US,A winter storm packing blizzard conditions blanketing the Northeast overnight and into Tuesday Some 50 million people along the Eastern Seaboard in areas ,8,0,1983,0,1
0MFkN1X2qNQ,Bill Ackman Sells Valeant Stake After 28 Billion Loss,Mar14  Bill Ackman has sold his entire stake in Valeant Pharmaceuticals International Inc and will leave the board after his Pershing Square Capital ,19,2,3522,0,21
KRrE16dPn8U,In headscarf ruling EU court allows religious symbol bans,Employers may bar staff from wearing visible religious symbols the European Unions top court ruled on Tuesday March 14 in its first decision on the issue of ,67,16,4692,0,104
Hwud2_kr1II,Pirates reportedly hijack oil tanker off coast of Somalia,At least eight Sri Lankan crew members were on board the freighter,131,24,15733,0,155
eLAj2ofg7Xo,Dangerous winter storm to slam Northeast,A dangerous winter storm is set to bury the Northeast in a matter of hours Blizzard warnings are in effect for New York City Boston and Philadelphia,50,52,12438,0,92
EakMj3hc2HQ,Kell Brook Signed For Vada Now Its Errol Spence Turn,Dont for get to subscribe to the playlists,103,13,4047,0,62
oqR3glS-K6g,US South Korea to blame for JongNam murder claims Pyongyang,North Koreas Permanent Representative to the UN Kim Inryong has denied that the man assassinated in Malaysia was the halfbrother of North Korean leader ,4,13,2955,0,0
tga4WIGLglc,Senator King is leader of Make America White Again,Sen Bob Menendez was asked about Rep Steve Kings comments about breeding outside western civilization Menendez said the remark was despicable,177,193,9743,0,389
_isYp06LPts,Trumps Lies on Wiretapping Health Care A Closer Look,Seth takes a closer look at Trumps outlandish claims on wiretapping and the Republican plan to repeal and replace Obamacare » Subscribe to Late Night ,37848,5115,2872923,0,5651
l9PncQQJD2g,CBO offers grim predictions under GOP health care bill,A Republican bill to replace Obamacare would lead to 14 million fewer Americans with health insurance by 2018 and 24 million fewer by 2026 the nonpartisan ,9,7,1050,0,33
LHacmw199Jw,Speaker Ryan We have an encouraging score from the CBO,On Special Report the House speaker reacts to the assessment of the Republican health bill,49,67,5423,0,113
jZCL-ny0CAc,CBO estimates 14M will lose coverage under GOP health bill,Speaker Ryan has been bracing for a bad projection Mike Emanuel explains on Special Report,27,1,2443,0,66
QtlUbuPPza4,My Creepiest Childhood Crush  Ass Garden,smarturlitardenrose Today I explore my inner child and how fucking creepy she was Always trying to makeout with cartoons and pop pimples,8138,93,128986,0,1412
xvoV5tmWRFo,DRAG RACING MY BROTHER FOR 10000 Who Will Win,Get YOUR pair of Maverick Socks HERE ▻ httpwwwFeatsockscomLogan Watch Yesterdays Vlog ▻ httpsyoutubeHwKmJHGjGIU SUBSCRIBE FOR ,108558,1487,1501063,0,22312
Vf5EeoAVC0Y,Schumer CBO report should be knockout blow,After the CBO report projected that 24 million fewer Americans will be uninsured by 2026 Democratic Senate Minority Leader Charles Schumer blasted the ,173,93,6638,0,104
yw2R5scjjlQ,Major Winter Storm Seen From Space  Set To Wallop East Coast  Video,The winter storm was tracked by NOAAs GOES16 satellite as it moved across the continental United States It captured the storm in visible infrared and ,5,0,820,0,0
JKkRkakhdtA,Stephen Curry Motion in 360° presented by Degree® Men,Ever wonder what its like to be on the court with Stephen Curry Nows your chance Experience Currys signature moves from a neverbeforeseen perspective ,475,41,85058,0,56
saj1aS4eK3I,Northeastern US bracing for a blizzard,Some area may see up to two feet of snow,52,4,4929,0,86
0n89GZvmeXI,1 Donut Vs 100 Donut,This is truly the best donut I have ever had Check out more awesome videos at BuzzFeedVideo httpbitlyYTbuzzfeedvideo GET MORE BUZZFEED ,205648,10130,8978027,0,17877
IU9mn1_WSlw,GOP sparring over Obamacare repealreplace plan,The Inside Politics panel discuss the infighting within the GOP on how Donald Trump should repeal and replace Obamacare,49,50,9109,0,90
yaU96glpXrI,McCain Provide wiretap evidence or retract,Sen John McCain RAZ said that President Trump should provide evidence for his unsubstantiated claim that former President Barack Obama wiretapped ,373,241,114653,0,522
F7o4oMKbStE,Complicit  SNL,Introducing Complicit a new fragrance for Ivanka Trump Scarlett Johansson Get more SNL httpwwwnbccomsaturdaynightlive Full Episodes ,30691,8615,7217646,0,5291
-SmUVySf85s,Olive Garden  SNL,Actors Scarlett Johansson Mikey Day Leslie Jones Kenan Thompson film reaction shots for an Olive Garden commercial Get more SNL ,22068,1135,2374180,0,1241
MrkJM4JUB28,Alien Attack Cold Open  SNL,President Donald Trump Alec Baldwin addresses members of the military Kenan Thompson Kyle Mooney Aidy Bryant Leslie Jones Sasheer Zamata Beck ,58842,17259,7631580,0,12417
INLzqh7rZ-U,WONDER WOMAN  Official Origin Trailer,This June witness the future of justice WonderWoman  Wonder Woman is in theaters June 2 2017 Follow WonderWoman on social media Facebook ,114463,4020,7295696,0,13186
A4N7G29GWQI,Hilarious Jack Russell Goes Crazy with Excitement at Crufts 2017,Subscribe to Crufts httpbitlyCruftsSub Little Olly the Jack Russell Terrier goes off script in the Rescue Dog Agility at Crufts 2017  Day 2 at ,25955,630,9005754,0,1307
QJzrbE7lXeQ,Violence breaks out after dismissal of South Korean President Park,Progovernment protesters clashed with police on Friday March 10 2017 after South Korean President Park GeunHye was fired by the countrys top court as it ,5,1,2317,0,2
h2vQFCXFRIQ,White House praises jobs report Trump called phony,The White House is celebrating the February jobs report that President Trump once called phony CNNs Tom Foreman reports,64,58,4461,0,82
TaCwWREmKJI,South Korea in political turmoil,Watch South Korea in political turmoil on FTcom httponftcom2npwFiu Clashes erupted outside South Koreas constitutional court on Friday after a landmark ,21,11,5238,0,20
jMlC3kVQj98,WHATS IN THE BOX CHALLENGE Feat My Mom,Get YOUR pair of Maverick Socks HERE ▻ httpwwwFeatsockscomLogan Watch Yesterdays Vlog ▻ httpsyoutubemlhd7anlgI SUBSCRIBE FOR DAILY ,75414,3181,1234880,0,5272
odTEVFBWJ68,Educational Trains for Kids  Blippi Train Song and more,Educate your kids with Blippi train song and other videos in the Blippi trains for kids video Also learn colors with Blippi in the Blue Song in this compilation video,473,266,244908,0,2
ErLnIsx8Dkk,Trump Faces Mounting Conservative Concerns on Health Care,Mar10  In todays Morning Must Read Bloombergs Tom Keene and Francine Lacqua highlight comments on the American Health Care Act from Michael ,37,19,6113,0,29
Mh4f9AYRCZY,Children interrupt BBC News interview  BBC News,There was an unexpected distraction for Professor Robert Kelly when he was being interviewed live on BBC News about South Korea But he managed to keep ,221764,10196,22832567,0,26992
qFLhGq0060w,The Weeknd  I Feel It Coming ft Daft Punk,I Feel It Coming ft Daft Punk Official Video Taken from the album Starboy httpsTheWeekndlnktoIFeelItComingDaftPunkYD Connect with The Weeknd ,774059,20714,35507106,0,59574
6qIkDuerljM,Learn Colors with Beads for Children Toddlers and Babies  Colorful Learning for Kids,Today we Learned Colors with Colorful Beads Those beads came in a Lot of Colours Children Toddlers and Babies love to Learn Colors and Kids Like to Play ,5960,3300,3179540,0,194
cLGIrhKCiYs,Play Doh Shapes Surprise  ABC Songs for Children Kindergarten Kids Learn the Alphabet Toys,Billy  Betty Beaver Open Surprise Eggs with Shapes Inside  Make Colorful Shapes out of Play Doh Children will Learn Colors  Shape Names with this Cute ,0,0,429622,0,48
tt5cldjRBb4,Top 10 HARDEST Achievements in Video Games,Top 10 HARDEST Achievements in Video Games  Subscribe httpgooglQ2kKrD  TIMESTAMPS BELOW  CELEBRATE 10 YEARS OF ,21207,1348,2070596,0,2592
mlhd-7anlgI,CRAZY GUY FLIPPED OVER MY MOM,Get YOUR pair of Maverick Socks HERE ▻ httpwwwFeatsockscomLogan Watch Yesterdays Vlog ▻ httpsyoutubeHhvdFQZULRM Today my mom ,72724,766,1231090,0,5360
usl5u9ruA0U,The Little Mermaid 2017  Official Trailer,New liveaction film inspired by the classic Hans Christian Andersen fairy tale By Conglomerate Media and Kingsway Productions Swimming Summer 2017,0,0,12303865,0,0
9yNor57Jkn8,Are you ready for Daylight Saving Time,The time of year has come and soon clocks will Spring forward We have the need to know info to help you make the big switch,19,9,2165,0,17
5SRdmWBzczA,EHealth CEO  Obamacare replacement will bring down health care premiums,EHealth CEO Scott Flanders explains how the GOP health care plan will lower premium costs for consumers,9,0,577,0,9
RTAAL4J-6s8,UN Chief on Protection Measures from Sexual Exploitation and Abuse,United Nations  Video message by António Guterres United Nations SecretaryGeneral on the launch of the Report Special Measures for Protection from ,22,1,1293,0,4
jeKBMdYaM3U,The Fate of the Furious  In Theaters April 14  Official Trailer 2 HD,The Fate of The Furious  In Theaters April 14 httpwwwfastandfuriouscom On the heels of 2015s Furious 7 one of the fastest movies to reach 1 billion ,86243,5043,9513972,0,7363
64pZcGtOWQM,Samuel L Jackson Acts Out His Film Career w James Corden,Samuel L Jackson and James Corden act out snippets from Samuels legendary film career covering everything from Pulp Fiction to Jurassic Park,66383,1798,4735552,0,3110
HhvdFQZULRM,I LET MY MOM SHAVE MY FACE Bad Idea,Get YOUR pair of Maverick Socks HERE ▻ httpwwwFeatsockscomLogan Watch Yesterdays Vlog ▻ httpsyoutubeCS08CTv7THI Today some ,79595,674,1251785,0,5723
psDUIZsh3eI,I bet You My Kidney You Will LAUGH Funniest Vines EDITION,Dont Laugh at This and Win my other Kidney  httpsyoutubeC8Z0BQukR9E the title is a complete joke,128474,14417,9263176,0,36300
wdw8KNmr2pc,Anne Hathaway on International Womens Day,United Nations  Remarks by Ms Anne Hathaway UN Women Goodwill Ambassador at the UN Observance of International Womens Day 2017 2017 Theme ,612,79,42849,0,85
Vt4Tq89R8u0,Steve Aoki  Louis Tomlinson  Just Hold On Official Video,Steve Aoki  Louis Tomlinson  Just Hold On Available Now httpsmarturlitJustHoldOn Subscribe to Ultra Music ,241798,2579,5078852,0,12591
t7p7ALg1qRg,Trumps Unfounded Accusations of Wiretapping The Daily Show,Without providing any evidence to support his claim President Trump takes to Twitter to accuse former President Obama of wiretapping him in the runup to the ,34642,1061,2064762,0,2446
PWjRMuyXl2o,Future  Use Me,Hndrxx Available at iTunes httpsmarturlitHNDRXX Apple Music httpsmarturlitHNDRXXAM Spotify httpsmarturlitHNDRXXSptfy Google Play ,99626,6229,6548016,0,5852
XM3noFWAMqA,Preschool Learning Toy Cars Video for Toddlers Teach Kids Colors with Tomica Playset Fun Education,Preschool Learning Toy Car Video for Toddlers Teach Kids Colors with Tomica Playset Fun Educational movie for kids In this preschool learning video for ,2202,1331,1790927,0,182
bxMiLwA3qQ4,Emma Watsons Harry Potter Outtake,Jimmy reveals an embarrassing habit that Emma had as a kid when he shows an old outtake of her shooting a scene for Harry Potter President George W Bush ,27691,679,3994178,0,916
pG-_rYw4MpA,2017 North American Golf Innovation Symposium  Improving Facility Productivity,,26,14,4500,0,0
Cb-srOfRqNc,Nintendo Switch painful launch,Switch users experiencing a wide range of different issues from day one Reports are submitted everyday with new pictures and videos Loud crashes errors ,157020,22898,8705010,0,72413
VLNjGS20f50,Professional Japanese Samurai Battle It Out In Virtual Reality 360 Video,Samurai may have disappeared with the end of feudal rule in Japan but their legend lives on in the epic battles of the Tsurugikais theatrical sword fighters Now ,300,64,63776,0,31
SxnnOvMFCmQ,EN 43 Lets catch whales in my fishbowl kids education Collecta figure cocostoy,Subscribe CocosToy channel ▷▷▷ httpgoogligiwyC Do you like Dinosaurs I make Dinosaur  Toys battle Video Lets learn about Dinosaurs animals and ,2055,1036,2031782,0,62
vOWxMHI-T50,Worlds Fastest Weapon,Host Paul Shull is on a mission to fix and fire an electric minigun from the Vietnam War a sixbarreled behemoth that could fire up to an astonishing 6000 rounds ,1,5,11,0,2
axySrE0Kg6k,Beauty and the Beast From Beauty and the BeastOfficial Video,On March 17 rediscover a tale as old as time Get your tickets now at httpBeOurGuestcom Beauty and the Beast soundtrack is available now Streaming ,870101,30388,39547582,0,37342
SlHvq9oSIBM,HOW DOES THIS HAPPEN,Get YOUR pair of Maverick Socks HERE ▻ httpwwwFeatsockscomLogan WATCH 5000 Bird Diamond Ring VLOG ▻ httpsyoutubeT2Yf1jUw1po Today ,80905,587,1141546,0,5118
T2Yf1jUw1po,HES GIVING ME HIS CAR IF  need your help,Get YOUR pair of Maverick Socks HERE httpwwwFeatsockscomLogan SUBSCRIBE FOR DAILY VLOGS ▻ httpbitlySubscribe2Logan Today my parrot ,261080,2784,2395963,0,12963
bsO9-a2vvL8,Learn Number  Color with Paw Patrol  Color for Kids and Toddlers Education Cartoon Videos,Learn Number  Color with Paw Patrol  Color for Kids and Toddlers Education Cartoon Videos  Help my channel 100000 Subscriber ,1105,576,634852,0,64
QbGdv0yb5r4,24 Movies That Are Going To Blow Everyone Away In 2018,If youre new Subscribe → httpbitlySubscribetoLooper Movies are big business and major studios earmark their spots on the release schedule years ,16223,1835,3723079,0,2465
dMK_npDG12Q,Lorde  Green Light,Official video for Green Light off the album Melodrama out June 16th  preorder httpsLordelnktomelodramaYT FOLLOW LORDE Website ,571174,41464,32788535,0,44985
PMivT7MJ41M,Bruno Mars  That’s What I Like Official Video,Stream and download Thats What I Like off the new album 24K Magic now httpsatlanticlnktoThatsWhatILike Directed by Bruno Mars and Jonathan Lia ,1661370,38603,97647402,0,70520
LIn8jwTAJpg,FiveYearOld Tavaris and His Terrific Moves Are Back,Tavaris and Ellen had lots to catch up on – his new celebrity status birthday and of course his new dance moves,80972,1545,4393951,0,0
UQmFpJ0sB9Q,Wheel of Musical Impressions with Alicia Keys,Jimmy challenges Alicia Keys to a game of random musical impressions like Gwen Stefani singing Miss Mary Mack and Adele singing The Alphabet Song,141014,5556,11310222,0,5244
QbGdv0yb5r4,24 Movies That Are Going To Blow Everyone Away In 2018,If youre new Subscribe → httpbitlySubscribetoLooper Movies are big business and major studios earmark their spots on the release schedule years ,16223,1835,3723079,0,2465
dMK_npDG12Q,Lorde  Green Light,Official video for Green Light off the album Melodrama out June 16th  preorder httpsLordelnktomelodramaYT FOLLOW LORDE Website ,571174,41464,32788535,0,44985
PMivT7MJ41M,Bruno Mars  That’s What I Like Official Video,Stream and download Thats What I Like off the new album 24K Magic now httpsatlanticlnktoThatsWhatILike Directed by Bruno Mars and Jonathan Lia ,1661370,38603,97647402,0,70520
LIn8jwTAJpg,FiveYearOld Tavaris and His Terrific Moves Are Back,Tavaris and Ellen had lots to catch up on – his new celebrity status birthday and of course his new dance moves,80972,1545,4393951,0,0
UQmFpJ0sB9Q,Wheel of Musical Impressions with Alicia Keys,Jimmy challenges Alicia Keys to a game of random musical impressions like Gwen Stefani singing Miss Mary Mack and Adele singing The Alphabet Song,141014,5556,11310222,0,5244
duGqrYw4usE,NEW Guardians of the Galaxy Vol 2 Trailer  WORLD PREMIERE,This is the NEW trailer for Guardians of the Galaxy Vol 2 starring Chris Pratt Zoe Saldana and more in theaters May 5th Jimmy Kimmel Reveals What Really ,79600,2381,8040505,0,5856
5-OFPCVH2EI,WHAT I EAT FOR BREAKFAST  HEALTHY PROTEIN PANCAKE RECIPE  PANCAKE DAY,Today is pancake day But these you can make any day of the year These oat pancakes are so simple and really tasty,615,22,16580,0,83
rqMPkxpVyVM,Whats On My Head Challenge Ft Mayim Bialik,Lets put things on our heads and try and guess what they are GMM 1083 Check out Mayims YouTube channel here ,59309,1168,1877567,0,3822
cmdFne7LnuA,Jon Stewart To The Media Its Time To Get Your Groove Back,Worried that the mainstream medias breakup with President Trump has reporters feeling blue Jon Stewart stops by with relationship advice Subscribe To The ,95808,6140,6620138,0,9237
ppTd7PefLe4,SAVAGE LEVEL 113 IF YOU LAUGH YOU LOSE 98 WILL LAUGH AT THIS VIDEO ,SAVAGE LEVEL 113 IF YOU LAUGH YOU LOSE 98 WILL LAUGH AT THIS VIDEO  IF YOU LAUGH YOU LOSE 9997 WILL LAUGH AT THIS ,41724,5390,3745821,0,9655
-7xvqQeoA8c,Introducing Handle,Handle is a research robot that stands 65 ft tall travels at 9 mph and jumps 4​ ​feet vertically ​It uses electric power to operate both electric and hydraulic ,78630,1436,6033736,0,10865
YEGpriv2TAc,Obamacare Last Week Tonight with John Oliver HBO,Congressional Republicans could soon vote to repeal Obamacare John Oliver explores why their replacement plans are similar to a thong Connect with Last ,110732,7711,6510783,0,13915
3TBBP9oLbDM,Jurassic World Dinosaurs By BabyBus Kids learn Dinosaurs With Funny Educational Game App For Kids,Design concepts We focus on inspirational learning We focus on skillbuilding We focus on bringing fun contents to our young audience Take the baby bus for ,1233,705,1123809,0,81
EK4ousC7SSQ,Bruno Mars  Thats What I Like Live from the Brit Awards 2017,Thats What I Like off the new album 24K Magic out now httpsbrunomrs24kMagic See Bruno on the 24K Magic World Tour Tickets on sale now,180737,2626,9045264,0,7099
d4BhfQO5T4U,8 Breakfast Gadgets put to the Test,Alex Wassabi  httpswwwyoutubecomuserhoiitsroi 1 Bacon Express  httpamznto2l4H16Q 2 Bagel Guillotine Slicer  httpamznto2kIO88S 3 Single Cup ,66173,5331,2889478,0,6760
Um7pMggPnug,Katy Perry  Chained To The Rhythm Official ft Skip Marley,Get “Chained To The Rhythm” httpkatytocttr Official video for “Chained to the Rhythm” directed by Mathew Cullen produced by Danny Lockwood Rob ,1475672,81985,103253149,0,88962
uVIX65xDj5A,The Untold Truth Of Game Of Thrones,If youre new Subscribe → httpbitlySubscribetoLooper In 2016 more than 23 million people watched each episode of Game of Thrones eager to find out ,11301,1097,1849824,0,967
sQX_fW4Lmis,Learn Colors and Shapes with Wooden Shape Sorting Clock Educational Toys  Learning Videos for Kids,Learn Colors and Shapes with Wooden Shape Sorting Clock Educational Toys  Learning Videos for Kids HELP US REACH 100000 SUBSCRIBERS,3924,2214,2746020,0,301
ts85mFco1Q8,Colors for Children to Learn with Street Vehicles Toys  Numbers and Colors Videos for Children,Colors for Children to Learn with Street Vehicles Toys  Numbers and Colors Videos for Children 0000  Colors for Children to Learn with Street Vehicles Toys ,0,0,4593589,0,467
JZjAg6fK-BQ,The Weeknd  Reminder,Reminder Official Video Taken from the album Starboy httptheweekndcoStarboyYD XO Official Store httptheweekndcoMR001YD Connect with The ,803292,27098,54820544,0,42027
lCj0A48MV8A,Best Preschool Education Toys for Toddlers Learning Video  Learn Colors Teach Kids Numbers Fun Play,Best Preschool Education Toys for Toddlers Learning Video  Learn Colors Teach Kids Numbers Fun Play In this half hour long educational video for toddlers ,3833,2240,3070283,0,294
CxJfxZsrOKQ,The Most Powerful Helicopter on the Planet  Extreme Helicopter in the Sky,The Most Powerful Helicopter on the Planet  Extreme Helicopter in the Sky,1559,392,810938,0,183
9OpErbTSq5s,Weve all wanted to do this to a printer  Absolute nutters,These guys are hilarious make sure you subscribe and like the video Follow our Social Pages Facebook ,12524,1324,1259883,0,829
gqbyzS8KoSk,Learn Shapes with Wooden Truck Toy  Colors and Shapes Videos Collection for Children,Learn Shapes with Wooden Truck Toy  Colors and Shapes Videos Collection for Children 0000  Learn Shapes with Wooden Truck Toy 0135  Learn Colors ,0,0,7691114,0,688
5q75iR0WYr0,RYAN GETS HIS FIRST iPhone,Ryan gets the iPhone 6s and mom gets the 7s while Jake got moms old phone  also dad scares Ryan when he was heading to the bathroom short and sweet ,16117,762,498867,0,6241
MnAxNUrGrHw,Colors for Children to Learn with Wooden Street Vehicles Toys  Colors and Shapes Video Collection,Colors for Children to Learn with Wooden Street Vehicles Toys  Colors and Shapes Video Collection for Children 0000  Colors for Children to Learn with ,0,0,6908092,0,499
4HI4kxhltkY,The Internet Talent Show,EXTRA JOE httpswwwyoutubecomextrajoevideos MY PODCAST httpwwwsoundcloudcomthebasementyard SPORTS PODCAST ,59005,439,1290062,0,2899
jP1Yey2jOXM,Try Not to Laugh or Grin Challenge  Darius Benson Vines Compilation  Top Viners,Please leave a like if you enjoyed and tell us what you think in the comments Thanks  Also Check Out BEST VINES OF 2016 httpsyoutube3Spl9RERP6Y ,171814,11511,15421563,0,9825
